Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Experience,Age,AgeJ,gapgrad,Max_score
385000,test engineer,Chennai,m,93.6,Others,2006,74.0,Others,2,MCA,Computer Science Department ,68.0,0,Tamil Nadu,2012,605,465,395,70.4090412131314,0.9737,1.1248,1.8331,-0.52527,0.7788,3.0,26.0,23.0,0,465.0
180000,database administrator,Delhi,m,62.2,State,2009,68.2,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,60.12,0,Punjab,2013,545,450,340,69.4479327708463,0.2718,0.5454,0.9322,0.653,-0.0943,2.0,22.0,21.0,0,465.0
300000,.net developer,Delhi,m,68.2,State,2010,67.4,State,2,B.Tech/B.E.,Computer Science Department ,66.0,0,Rajasthan,2015,440,400,355,35.653648772447504,0.7027,0.0459,0.7785,1.6672,-0.0943,0.0,21.0,21.0,0,346.0
440000,senior design engineer,Kolkata,m,84.4,Others,2007,84.4,Others,2,B.Tech/B.E.,Mechanical Engineering Department,88.6,0,Karnataka,2012,515,425,535,95.8682016566051,1.5919999999999899,0.3448,-0.9245,-1.5828,-0.643,4.0,24.0,22.0,0,538.0
425000,automation engineer,Bangalore,m,76.0,ICSE,2009,79.0,Others,2,B.Tech/B.E.,Computer Science Department ,68.66,0,Uttar Pradesh,2014,545,605,680,95.3899775079926,-0.3027,1.3779,1.547,0.7798,1.0554,1.0,24.0,23.0,0,530.0
180000,telecom engineer,Delhi,m,77.85,State,2010,64.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,66.6,0,Haryana,2014,450,440,595,64.93897148466911,0.8463,0.2124,-0.7585,1.9207,0.6721,1.0,24.0,23.0,0,420.0
195000,software developer,Bangalore,m,73.0,State,2009,66.0,State,2,B.Tech/B.E.,Computer Science Department ,70.0,0,Orissa,2014,315,530,380,35.653648772447504,1.9953,0.8784,0.4711,-1.6289,0.4805,1.0,23.0,23.0,1,346.0
325000,programmer analyst,Pune,f,78.0,State,2007,82.0,State,2,B.Tech/B.E.,Computer Science Department ,71.0,0,Maharashtra,2011,524,525,445,70.4090412131314,-0.2628,0.8128,0.8171,-1.1128,-0.1295,1.0,25.0,22.0,1,465.0
450000,hardware engineer,Bangalore,m,83.3,State,2009,82.3,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.1,1,Karnataka,2013,630,510,535,49.359638730103796,-0.0154,-0.6201,0.3174,-1.5021,-1.8189,2.0,23.0,23.0,1,465.0
280000,java developer,Gurgaon,m,66.6,CBSE,2008,58.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,66.7,0,Haryana,2013,465,525,470,86.46854133700849,-0.3027,0.0459,0.9322,0.9066,1.247,0.0,24.0,23.0,1,525.0
475000,senior systems engineer,Bangalore,m,72.0,Others,2008,68.0,Others,2,B.Tech/B.E.,Information Technology Department,68.0,0,Uttarakhand,2012,485,385,365,63.597875645679395,1.4374,1.1248,-0.4891,0.17983,0.3444,4.0,25.0,22.0,0,445.0
250000,software developer,Delhi,m,83.0,CBSE,2009,76.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,65.0,0,Uttar Pradesh,2014,545,385,470,23.780283983757,-0.8772,0.7119,1.0859,-0.995,1.0554,2.0,23.0,23.0,0,315.0
240000,software developer,Dehradun,m,69.0,State,2006,66.0,State,2,MCA,Computer Science Department ,70.0,0,Uttarakhand,2013,430,520,590,8.00552813405495,0.2718,1.0449,1.2396,-0.6147,0.4805,2.0,25.0,23.0,0,595.0
200000,software developer,Noida,f,56.78,State,2007,48.34,State,2,B.Tech/B.E.,Information Technology Department,66.34,0,Rajasthan,2011,335,454,525,19.0153405601018,-0.5719,0.0328,-0.1988,-1.1128,0.6603,2.0,24.0,21.0,0,315.0
180000,technical recruiter,Bhopal,m,78.4,State,2008,81.5,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.8,0,Madhya Pradesh,2012,375,425,475,53.8386892985096,-0.2628,0.6178,0.3817,1.5899299999999899,-0.2875,2.0,24.0,23.0,2,333.0
120000,software developer,Bhubaneswar,m,73.0,State,2009,54.2,State,2,B.Tech/B.E.,Computer Science Department ,66.55,0,Orissa,2013,430,420,545,48.674700843819295,0.4155,1.3779,0.6248,0.3995,0.6721,1.0,23.0,23.0,1,435.0
100000,seo,Bangalore,m,83.04,State,2006,72.6,State,2,M.Tech./M.E.,Electronics and Communication Engineering Department,64.95,0,Karnataka,2013,535,375,375,27.9258511565122,1.4208,0.8784,-0.2974,0.7798,0.6721,0.0,27.0,27.0,1,415.0
360000,software engineer,Hyderabad,m,91.0,Others,2008,92.7,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.0,1,Telangana,2012,425,555,565,69.4479327708463,1.1283,1.5928,0.2366,0.2973,-0.0506,4.0,23.0,21.0,0,393.0
255000,assistant engineer,Neemrana,m,71.1,State,2009,71.01,State,2,B.Tech/B.E.,Mechanical Engineering Department,69.0,0,Haryana,2012,475,455,575,71.45293632434469,0.2009,0.2668,0.163999999999999,0.4148,0.0284,2.0,24.0,23.0,1,435.0
300000,java software engineer,Hyderabad,m,90.6,State,2009,94.3,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,84.0,0,Andhra Pradesh,2013,520,460,620,49.359638730103796,0.99,0.5454,0.7785,-1.6289,0.6721,2.0,23.0,21.0,0,455.0
200000,electronic field service engineer,Pune,m,76.53,Others,2009,85.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,58.0,1,Maharashtra,2012,335,385,325,22.948175491175494,0.9737,-0.2012,0.0552,0.5323,-0.7615,3.0,24.0,22.0,1,393.0
335000,programmer analyst,Chennai,m,86.4,CBSE,2010,82.8,CBSE,2,B.Tech/B.E.,Electrical and Power engineering Department,70.0,0,Uttar Pradesh,2014,590,500,530,64.93897148466911,0.8463,0.7119,0.9322,-0.3612,1.247,1.0,22.0,22.0,0,356.0
350000,entry level management trainee,Hyderabad,f,87.0,State,2008,91.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.0,1,Telangana,2012,625,605,555,64.93897148466911,0.5591,1.0449,1.0859,-1.6289,0.6721,1.0,24.0,22.0,0,385.0
400000,systems analyst,Others,m,78.8,CBSE,2007,53.8,Others,2,B.Tech/B.E.,Computer Science Department ,67.72,0,Uttar Pradesh,2012,505,435,515,24.545565999982895,0.3555,0.5008,0.672,-0.2902,-0.9194,3.0,26.0,23.0,0,335.0
300000,web developer,Lucknow,m,59.0,CBSE,2008,60.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,67.0,0,Uttar Pradesh,2013,485,645,515,76.56735812340109,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,2.0,23.0,22.0,0,485.0
350000,associate engineer,Bangalore,m,74.83,State,2010,87.4,State,2,B.Tech/B.E.,Computer Science Department ,69.31,0,Andhra Pradesh,2014,395,530,545,62.2642915849938,0.2718,-0.7866,1.7007,-0.6147,0.8637,2.0,22.0,21.0,0,407.0
130000,marketing analyst,Chennai,m,80.0,State,2009,79.0,State,2,B.Tech/B.E.,Computer Science Department ,75.0,0,Tamil Nadu,2013,415,365,310,8.00552813405495,-1.1644,0.8784,1.3933,0.653,-0.6692,1.0,23.0,22.0,0,315.0
315000,software quality assurance tester,Bangalore,f,91.0,Others,2008,86.0,Others,2,B.Tech/B.E.,Information Technology Department,87.5,0,Tamil Nadu,2012,445,535,455,52.592258425205486,-1.3447,0.5008,0.672,0.6204,0.5024,3.0,24.0,22.0,1,415.0
105000,field service engineer,Vizag,m,84.0,State,2010,89.5,State,2,B.Tech/B.E.,Mechanical Engineering Department,75.86,0,Andhra Pradesh,2014,570,445,405,72.59841479694789,1.2772,1.3779,0.3174,-2.136,0.2889,1.0,22.0,22.0,0,438.0
435000,software engineer,Pune,m,59.3,Others,2006,60.4,Others,2,B.Tech/B.E.,Computer Science Department ,67.1,0,Uttar Pradesh,2011,495,635,405,60.0057182338341,1.4374,0.5008,1.3977,0.2973,-0.2875,4.0,26.0,23.0,1,435.0
120000,lecturer,Others,f,73.2,CBSE,2007,59.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,65.4,0,Uttar Pradesh,2011,535,525,555,81.9416529835888,0.51,-1.3713,-1.0697,-1.1128,-0.1295,2.0,26.0,22.0,0,505.0
420000,sap consultant,Noida,m,78.6,CBSE,2009,70.2,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.04,0,Uttar Pradesh,2013,435,555,565,48.8347976782714,-0.4173,-0.7473,0.8171,-0.5253,-0.7615,2.0,23.0,22.0,1,405.0
180000,technical support engineer,Others,m,82.4,CBSE,2009,72.4,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.94,0,Punjab,2013,555,460,665,5.31603052826837,-1.308,-0.7866,-0.9122,0.5262,-0.2859,2.0,23.0,22.0,1,196.0
360000,software engineer,Others,m,86.33,Others,2007,86.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,68.52,1,Rajasthan,2011,475,485,554,94.21165514850081,-0.4173,-1.9953,0.672,1.2374,-0.9194,3.0,25.0,23.0,1,575.0
195000,technical recruiter,Others,m,64.83,State,2003,56.6,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,63.24,0,Uttar Pradesh,2009,454,455,615,53.8386892985096,0.2009,0.5008,0.8171,0.4148,0.3444,2.0,29.0,24.0,1,333.0
120000,it executive,Kolkata,m,72.1,State,2007,77.2,State,2,B.Tech/B.E.,Information Technology Department,68.9,1,West Bengal,2013,405,565,475,48.674700843819295,1.3686,0.6009,0.7785,-1.2486,1.0031,1.0,25.0,23.0,0,445.0
350000,software engineer,Pune,m,88.0,CBSE,2008,77.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,65.02,0,Orissa,2012,585,635,635,5.87928000083534,0.3941,0.9688,1.1074,0.1798,0.0284,1.0,24.0,23.0,2,200.0
320000,associate software engineer,Pune,m,83.3,ICSE,2009,81.0,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.72,0,Uttar Pradesh,2014,755,555,605,44.6198249677897,-0.159,0.3789,0.01,-0.7415,-0.8608,0.0,23.0,23.0,1,455.0
280000,salesforce developer,Bangalore,m,61.1,State,2007,60.0,State,2,B.Tech/B.E.,Information Technology Department,65.62,0,Uttar Pradesh,2013,360,470,195,45.087658448345096,0.4155,-0.1206,0.3174,-0.2344,-0.6692,2.0,23.0,22.0,1,395.0
255000,production engineer,Tirupati,m,82.0,Others,2008,91.9,Others,2,B.Tech/B.E.,Mechanical Engineering Department,63.0,0,Andhra Pradesh,2012,495,505,625,92.5140311588387,0.3555,0.3002,-0.8240000000000001,-0.9952700000000001,-0.1295,4.0,24.0,21.0,0,512.0
310000,programmer analyst,Bangalore,f,85.0,CBSE,2010,83.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,79.98,0,Uttar Pradesh,2014,580,520,500,62.2642915849938,0.4155,1.0449,1.2396,-0.6147,0.2889,1.0,22.0,22.0,0,585.0
200000,software test engineer,Noida,m,74.0,State,2008,65.4,State,2,B.Tech/B.E.,Computer Science Department ,68.0,0,Uttar Pradesh,2013,500,580,665,76.56735812340109,0.2718,0.5454,-0.4511,-0.7415,-0.2859,2.0,24.0,23.0,1,485.0
415000,sales executive,Gurgaon,m,86.83,CBSE,2009,75.2,CBSE,1,B.Tech/B.E.,Electrical and Power engineering Department,67.7,0,Punjab,2013,685,510,705,12.450207400953698,-0.8772,0.8784,-0.2974,0.653,-0.0943,3.0,24.0,22.0,0,365.0
100000,software tester,Pune,m,76.5,State,2010,66.77,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.1,0,Rajasthan,2014,360,495,430,49.359638730103796,-0.8772,-1.6191,-1.8344,0.3995,-1.244,1.0,21.0,20.0,0,548.0
200000,sql dba,Gurgaon,m,72.0,CBSE,2008,62.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,68.8,0,Uttar Pradesh,2013,360,355,250,56.3267823666597,1.4208,0.3789,0.1637,0.3995,-0.6692,1.0,24.0,22.0,0,425.0
315000,hardware engineer,Mumbai,m,78.8,CBSE,2008,71.6,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,73.0,0,Uttar Pradesh,2013,790,570,750,99.526570569548,0.2718,1.2114,0.1637,-0.995,0.4805,2.0,25.0,24.0,0,533.0
220000,asp.net developer,Delhi,m,70.8,CBSE,2008,73.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,78.9,0,Haryana,2012,370,645,695,95.2245572924303,-1.0208,-1.1196,-0.7585,1.5404,-2.0105,2.0,24.0,22.0,0,585.0
200000,application engineer,Noida,m,94.0,State,2010,86.0,State,2,B.Tech/B.E.,Mechanical Engineering Department,82.0,0,Punjab,2014,615,495,500,59.82806914868301,0.99,0.0459,-0.6048,-0.995,-0.2859,1.0,24.0,24.0,1,407.0
180000,software developer,Mysore,m,80.3,State,2010,90.6,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.6,0,Andhra Pradesh,2014,455,485,520,0.0,0.5591,0.8784,-0.6048,0.5262,0.0973,0.0,21.0,21.0,1,305.0
345000,software engineer,Mumbai,f,84.5,ICSE,2007,82.66,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,78.7,0,Orissa,2011,545,445,525,22.948175491175494,1.1283,1.4368,-0.344,-0.2902,0.5024,3.0,25.0,22.0,0,465.0
415000,senior software engineer,Chennai,m,93.4,State,2006,89.08,State,2,B.Tech/B.E.,Computer Science Department ,80.27,0,Tamil Nadu,2010,465,385,625,60.0057182338341,0.9737,0.6568,0.8171,-0.9953,0.1864,5.0,26.0,22.0,1,435.0
325000,sales engineer,Lucknow,m,73.5,State,2009,71.0,State,2,B.Tech/B.E.,Mechanical Engineering Department,71.0,0,Uttar Pradesh,2013,570,545,500,82.95845997930671,0.99,0.8784,0.6248,-1.5021,0.6721,0.0,23.0,22.0,1,469.0
175000,junior engineer product support,Noida,m,64.6,State,2009,62.2,State,2,MCA,Computer Science Department ,78.0,1,West Bengal,2014,520,420,415,27.6047228046856,0.7027,1.3779,0.1637,0.9066,-0.2859,1.0,23.0,23.0,1,345.0
600000,manager,Gurgaon,m,86.4,CBSE,2009,93.6,CBSE,1,B.Tech/B.E.,Mechanical Engineering Department,72.3,0,Punjab,2013,800,570,500,98.65250190206379,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776,1.0,24.0,22.0,0,580.0
350000,programmer analyst,Others,m,83.2,CBSE,2008,72.3,CBSE,2,B.Tech/B.E.,Computer Science Department ,68.0,1,Delhi,2013,545,620,515,96.09030871631641,0.4155,1.0449,1.3933,-0.4879,-0.0943,2.0,25.0,24.0,1,595.0
730000,senior business analyst,Gurgaon,f,87.6,CBSE,2006,72.2,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,77.0,1,Delhi,2010,465,605,465,22.948175491175494,-1.0355,-1.0593,-1.0697,0.4148,-0.4455,6.0,27.0,22.0,0,445.0
380000,c# developer,Mohali,f,81.0,CBSE,2007,77.0,CBSE,2,B.Tech/B.E.,Information Technology Department,82.9,0,Punjab,2011,445,505,525,56.3267823666597,0.3555,-0.5913,-0.6343,-0.9953,0.0284,4.0,25.0,22.0,0,425.0
450000,system engineer,Bangalore,f,71.0,Others,2005,74.0,Others,1,M.Tech./M.E.,Computer Science Department ,88.0,0,Uttar Pradesh,2011,505,385,475,84.31237266657419,0.3555,-0.7473,-1.0697,-2.0529,-1.3934,4.0,26.0,23.0,0,515.0
180000,mobile application developer,Gurgaon,f,58.0,State,2008,67.0,State,2,MCA,Computer Science Department ,73.0,0,Uttarakhand,2014,535,425,485,84.2248322257836,0.7027,0.2124,0.1637,-0.995,0.0973,2.0,24.0,23.0,0,469.0
240000,software engineer,Others,m,85.0,ICSE,2007,80.0,Others,2,B.Tech/B.E.,Computer Science Department ,68.04,0,Uttar Pradesh,2012,650,485,720,11.166096330820698,0.8192,-0.4353,-1.2148,0.6498,-0.2875,2.0,26.0,24.0,0,445.0
85000,system engineer,Pune,m,66.0,Others,2006,63.0,Others,2,B.Tech/B.E.,Information Technology Department,53.01,1,Maharashtra,2012,450,595,500,41.3838255788123,-0.4173,-0.2793,-0.1988,0.8848,0.3049,1.0,26.0,24.0,0,385.0
380000,system engineer,Chennai,m,88.8,ICSE,2009,93.0,ICSE,2,B.Tech/B.E.,Information Technology Department,88.0,1,West Bengal,2013,650,610,385,90.14895713710331,0.1282,0.3789,0.01,0.0192,-0.4776,2.0,24.0,23.0,1,545.0
555000,project engineer,Hyderabad,m,84.1,Others,2006,94.3,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.14,1,Telangana,2010,465,525,615,0.0,0.51,0.3448,-0.4891,-1.5828,0.5024,4.0,28.0,25.0,1,575.0
105000,web developer,Aurangabad,m,84.93,State,2008,81.5,State,2,B.Tech/B.E.,Information Technology Department,65.18,0,Maharashtra,2012,640,520,465,0.0,-0.7335,1.2114,0.3174,-0.6147,0.6721,2.0,25.0,23.0,0,445.0
105000,business analyst,Hyderabad,m,79.2,State,2007,69.7,State,2,MCA,Computer Science Department ,69.06,1,Telangana,2013,265,375,325,0.0,-0.8772,-3.6171,0.01,0.653,-2.0105,2.0,24.0,23.0,1,445.0
325000,systems engineer,Pune,m,86.0,CBSE,2007,72.8,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,65.89,1,Delhi,2013,650,640,795,20.7392169717661,-0.4463,0.0459,0.3174,-0.3612,-1.0524,2.0,25.0,24.0,1,376.0
330000,junior software engineer,Ahmedabad,f,85.0,Others,2009,84.17,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.98,0,Andhra Pradesh,2012,495,615,494,91.0770164246022,0.5591,-0.2871,0.4711,-1.7556,-0.6692,2.0,23.0,21.0,1,465.0
240000,software test engineer,Chennai,m,73.0,CBSE,2009,79.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.0,0,Tamil Nadu,2013,440,315,430,53.8386892985096,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356,0.0,23.0,22.0,1,420.0
520000,java software engineer,Bangalore,m,78.0,CBSE,2007,63.0,CBSE,2,B.Tech/B.E.,Information Technology Department,68.1,0,Uttar Pradesh,2011,454,535,464,76.56735812340109,-1.0355,0.8128,-1.2148,1.0024,1.6082,3.0,25.0,22.0,1,485.0
100000,web developer,Lucknow,f,87.0,CBSE,2008,77.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,69.0,0,Uttar Pradesh,2013,675,510,545,8.00552813405495,0.8463,1.7109,0.4711,-1.5021,0.8637,1.0,24.0,23.0,0,465.0
420000,senior business analyst,Others,f,74.83,State,2008,68.67,State,2,B.Tech/B.E.,Computer Science Department ,72.3,1,Rajasthan,2013,555,475,475,86.46854133700849,0.3555,0.2668,-0.2714,-0.2902,-0.1295,2.0,22.0,20.0,-1,525.0
200000,qa analyst,Hyderabad,m,92.83,State,2010,91.9,State,2,B.Tech/B.E.,Information Technology Department,78.15,0,Andhra Pradesh,2014,545,505,500,79.3580614548506,1.8517,1.0449,1.8543,-2.136,1.0554,-1.0,22.0,22.0,0,495.0
335000,oracle dba,Bangalore,f,89.6,Others,2008,92.1,State,2,B.Tech/B.E.,Computer Science Department ,73.78,1,Telangana,2012,505,385,525,63.597875645679395,-0.1082,-0.4353,-0.344,-0.76027,-0.0506,2.0,24.0,22.0,1,445.0
420000,systems engineer,Others,m,75.0,CBSE,2007,84.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,83.86,0,Uttarakhand,2012,625,575,725,99.54647186308651,-0.4173,0.0328,-2.1219,-1.3478700000000001,0.1864,2.0,25.0,23.0,0,685.0
550000,software developer,Pune,m,80.5,ICSE,2008,68.4,CBSE,1,B.Tech/B.E.,Computer Science Department ,67.95,1,Maharashtra,2012,565,544,505,79.3580614548506,-0.1082,0.9688,-0.0537,0.7673,-0.2875,3.0,25.0,23.0,0,495.0
405000,engineer,Others,m,84.2,CBSE,2006,77.4,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,78.9,0,West Bengal,2011,505,555,495,69.4479327708463,-1.8083,0.1888,-0.6343,1.2374,-0.2875,3.0,25.0,22.0,0,415.0
340000,system engineer,Bangalore,m,75.0,CBSE,2008,85.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,74.53,0,Uttar Pradesh,2012,500,535,765,94.3272157866555,0.1282,1.2114,1.8543,-0.4879,0.6721,1.0,24.0,24.0,3,452.0
465000,system engineer,Mumbai,f,94.2,CBSE,2008,90.4,CBSE,2,B.Tech/B.E.,Computer Science Department ,73.0,0,Uttar Pradesh,2012,665,645,595,88.4122511593735,-1.6538,0.8128,0.672,1.2374,0.7788,1.0,25.0,23.0,1,535.0
195000,business analyst,Others,m,76.2,CBSE,2008,60.2,CBSE,2,B.Tech/B.E.,Information Technology Department,69.62,0,Uttar Pradesh,2013,590,535,695,52.592258425205486,0.1282,0.7119,0.1637,0.0192,-0.4776,1.0,24.0,23.0,0,415.0
120000,production engineer,Others,m,77.0,CBSE,2007,62.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,75.0,1,Tamil Nadu,2012,500,530,535,0.0,-0.0154,-0.1206,-1.6807,0.0192,-1.4356,1.0,24.0,22.0,0,376.0
400000,programmer analyst,Chennai,m,83.82,State,2008,92.67,State,2,B.Tech/B.E.,Information Technology Department,94.5,0,Tamil Nadu,2012,535,595,425,94.21165514850081,0.51,0.9688,0.8171,-1.23027,-0.1295,2.0,23.0,21.0,1,575.0
200000,data analyst,Noida,f,66.8,CBSE,2008,64.33,CBSE,2,MCA,Computer Science Department ,75.65,0,Uttar Pradesh,2014,450,580,385,74.47583540089391,-0.3027,1.3779,1.0859,-0.3612,1.0554,1.0,24.0,23.0,0,438.0
250000,research associate,Kolkata,f,90.0,ICSE,2009,84.0,ICSE,2,B.Tech/B.E.,Computer Science Department ,86.0,1,West Bengal,2013,660,440,620,94.21165514850081,0.7027,-0.6201,1.0859,-1.2486,0.2889,0.0,24.0,24.0,1,575.0
680000,software quality assurance tester,Bhubaneswar,m,78.2,CBSE,2005,72.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,77.0,0,Orissa,2010,575,455,545,63.597875645679395,-0.880999999999999,0.5008,0.0914,0.1798,-0.1295,4.0,27.0,23.0,0,445.0
265000,field engineer,Mumbai,m,69.0,Others,2008,71.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,55.45,0,Maharashtra,2011,365,495,375,5.87928000083534,-0.4173,-0.7473,0.5269,0.7673,-0.2875,4.0,25.0,21.0,0,200.0
240000,implementation engineer,Bangalore,m,83.0,State,2010,76.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,67.0,0,Tamil Nadu,2014,360,415,445,64.93897148466911,-1.1644,-2.6181,-0.9122,-0.8682,-4.3099,1.0,22.0,21.0,0,356.0
195000,business development manager,Noida,m,65.0,State,2005,75.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,62.0,0,Uttar Pradesh,2012,475,415,575,22.948175491175494,0.6646,1.4368,-1.7954,-1.4653,-0.0506,1.0,25.0,23.0,0,340.0
255000,technical support engineer,Kolkata,m,52.0,State,2004,59.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,57.0,1,Karnataka,2011,485,365,214,12.450207400953698,-0.1082,-0.1232,0.9623,1.7074,-0.1295,4.0,28.0,26.0,1,325.0
140000,technical support engineer,Delhi,m,76.0,State,2008,63.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,83.0,0,Haryana,2013,420,450,450,23.780283983757,-0.4463,-0.2871,0.3174,0.653,0.6721,1.0,24.0,23.0,1,385.0
380000,application developer,Bangalore,m,74.0,State,2004,86.1,State,2,MCA,Computer Science Department ,76.0,0,Andhra Pradesh,2010,405,385,585,63.597875645679395,-1.8083,-0.5913,-0.9245,-0.0552,0.3444,5.0,28.0,24.0,1,445.0
200000,technical support engineer,Bangalore,f,77.57,ICSE,2009,69.0,State,2,B.Tech/B.E.,Information Technology Department,65.2,1,Karnataka,2013,535,510,485,60.0057182338341,-0.3027,-0.6201,0.4711,-0.1076,-1.6273,1.0,24.0,23.0,0,435.0
315000,associate software engineer,Pune,m,74.0,State,2008,71.0,State,2,B.Tech/B.E.,Computer Science Department ,59.6,1,Maharashtra,2014,465,650,655,97.8799292641428,-1.7389,0.0459,0.7785,-1.7556,1.0554,1.0,22.0,23.0,1,605.0
330000,system engineer,Kolkata,m,78.0,State,2009,72.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,73.4,0,Punjab,2013,490,470,500,5.31603052826837,0.4155,0.0459,0.3174,-1.5021,-1.0524,2.0,24.0,23.0,1,395.0
100000,marketing analyst,Faridabad,m,51.2,CBSE,2008,74.0,CBSE,1,B.Tech/B.E.,Computer Science Department ,67.8,0,Haryana,2013,525,485,560,74.47583540089391,-0.3027,1.0449,-0.2974,0.2727,0.8637,1.0,23.0,22.0,1,565.0
110000,software engineer,Pune,m,66.46,State,2009,62.81,State,2,B.Tech/B.E.,Computer Science Department ,61.51,0,Maharashtra,2013,430,340,370,84.2248322257836,1.5644,-0.1206,0.01,0.5262,0.6721,-1.0,24.0,24.0,1,515.0
215000,software test engineer,Jaipur,m,82.67,State,2008,74.92,State,2,B.Tech/B.E.,Computer Science Department ,61.36,1,Rajasthan,2014,580,470,425,91.13952783913281,1.7081,1.0449,1.547,0.0192,0.6721,1.0,24.0,23.0,-1,535.0
310000,software developer,Kolkata,m,75.0,Others,2002,61.7,Others,2,MCA,Computer Science Department ,79.0,0,West Bengal,2010,365,365,425,37.7551419424541,-0.4173,-0.1232,-0.0537,-0.4078,-0.1295,4.0,31.0,27.0,0,375.0
300000,executive hr,Noida,f,61.4,CBSE,2007,62.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,69.98,0,Uttar Pradesh,2011,375,505,435,34.231489991181505,-0.1082,0.6568,0.2366,-0.0552,0.0284,1.0,26.0,22.0,-1,365.0
200000,executive engineer,Greater Noida,m,69.4,State,2007,63.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,61.0,0,Uttar Pradesh,2013,375,465,265,2.3312168242986298,-1.1901,0.1888,-1.5051,-1.3478700000000001,-0.7615,2.0,24.0,24.0,1,260.0
400000,java software engineer,Bangalore,m,90.24,State,2010,67.17,State,2,B.Tech/B.E.,Computer Science Department ,68.65,0,Karnataka,2014,430,435,405,34.231489991181505,0.99,-0.2871,0.01,0.9066,0.0973,1.0,22.0,22.0,0,365.0
300000,project engineer,Kolkata,m,67.0,CBSE,2008,65.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,75.0,0,Uttar Pradesh,2013,510,525,560,96.09030871631641,0.1282,0.2124,-0.2974,-0.4879,0.8637,2.0,25.0,25.0,1,595.0
480000,system engineer,Kolkata,m,75.75,Others,2007,74.4,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,80.0,0,West Bengal,2011,495,495,554,53.8386892985096,-2.1175,-0.5913,-0.344,0.7673,0.0284,4.0,26.0,23.0,1,366.0
300000,project engineer,Hyderabad,f,90.83,Others,2008,95.1,Others,2,B.Tech/B.E.,Other Departments,84.01,0,Andhra Pradesh,2012,525,455,605,96.2217010630124,-0.7651,-0.4353,-1.6502,1.3255,-0.4455,2.0,25.0,23.0,0,500.0
465000,software developer,Gurgaon,f,70.0,Others,2008,68.83,Others,2,B.Tech/B.E.,Computer Science Department ,69.1,0,Uttar Pradesh,2012,535,615,585,76.56735812340109,-0.7264,1.7488,0.3817,0.2973,0.5419,3.0,25.0,22.0,0,485.0
